16	K00743.01		FALSE POSITIVE	FALSE POSITIVE	19.403937760	2.0680000e-05	-2.0680000e-05	2455005.484	8.420000e-04	-8.420000e-04	12.21550	0.05980	-0.05980	8.9187e+03	5.330e+01	-5.330e+01	7.18	7.600e-01	-6.800e-01	523.0			5043.00	151.00	-151.00	4.591	0.072	-0.048	-0.5400	0.3500	-0.3000	289.258210	47.635319	15.487
17	K00744.01		FALSE POSITIVE	FALSE POSITIVE	19.221388942	1.1230000e-06	-1.1230000e-06	2455017.552	4.500000e-05	-4.500000e-05	4.79843	0.00235	-0.00235	7.4284e+04	2.190e+01	-2.190e+01	49.29	1.603e+01	-5.000e+00	698.0			6117.00	182.00	-200.00	4.496	0.052	-0.208	-0.2200	0.2500	-0.3500	295.814540	47.690350	15.341
18	K00745.01		FALSE POSITIVE	FALSE POSITIVE	16.469837740	1.3610000e-05	-1.3610000e-05	2455013.882	6.230000e-04	-6.230000e-04	9.43780	0.06000	-0.06000	1.0479e+04	3.990e+01	-3.990e+01	7.94	8.900e-01	-8.900e-01	595.0			5152.00	168.00	-153.00	4.517	0.088	-0.072	-0.2000	0.3000	-0.3000	297.154420	47.668701	15.788
19	K00746.01	Kepler-660 b	CONFIRMED	CANDIDATE	9.273581730	1.0370000e-05	-1.0370000e-05	2455006.258	8.770000e-04	-8.770000e-04	3.28750	0.03090	-0.03090	1.2883e+03	1.680e+01	-1.680e+01	2.47	2.000e-01	-2.400e-01	649.0			4856.00	131.00	-146.00	4.583	0.065	-0.035	-0.3000	0.3000	-0.3000	288.138240	47.724449	15.302
20	K00747.01	Kepler-661 b	CONFIRMED	CANDIDATE	6.029303290	5.5090000e-06	-5.5090000e-06	2455004.603	7.130000e-04	-7.130000e-04	1.58210	0.03110	-0.03110	1.9127e+03	3.440e+01	-3.440e+01	2.85	2.600e-01	-1.500e-01	678.0			4537.00	123.00	-123.00	4.648	0.020	-0.056	0.2100	0.2000	-0.3000	283.710880	47.863270	15.784
21	K00748.01		FALSE POSITIVE	FALSE POSITIVE	2.696370652	7.5340000e-06	-7.5340000e-06	2455003.738	2.340000e-03	-2.340000e-03	3.61290	0.06860	-0.06860	3.9790e+02	9.500e+00	-9.500e+00	1.58	1.300e-01	-1.600e-01	1066.0			4989.00	149.00	-149.00	4.504	0.090	-0.060	0.1000	0.2500	-0.3000	283.765470	47.804298	15.269
22	K00749.01	Kepler-226 c	CONFIRMED	CANDIDATE	5.349553819	8.8340000e-06	-8.8340000e-06	2455004.807	1.270000e-03	-1.270000e-03	3.02780	0.04710	-0.04710	8.3100e+02	1.480e+01	-1.480e+01	2.55	1.600e-01	-2.400e-01	919.0			5185.00	85.00	-77.00	4.440	0.098	-0.045	0.1600	0.1500	-0.1500	292.376130	47.880989	15.416
23	K00749.02	Kepler-226 b	CONFIRMED	CANDIDATE	3.941052210	1.0940000e-05	-1.0940000e-05	2454969.087	2.330000e-03	-2.330000e-03	2.59840	0.07370	-0.07370	3.6330e+02	1.390e+01	-1.390e+01	1.70	1.100e-01	-1.600e-01	1018.0			5185.00	85.00	-77.00	4.440	0.098	-0.045	0.1600	0.1500	-0.1500	292.376130	47.880989	15.416
24	K00749.03	Kepler-226 d	CONFIRMED	CANDIDATE	8.109048070	6.7870000e-05	-6.7870000e-05	2454965.803	7.160000e-03	-7.160000e-03	3.59600	0.19800	-0.19800	2.1740e+02	1.680e+01	-1.680e+01	1.30	9.000e-02	-1.200e-01	800.0			5185.00	85.00	-77.00	4.440	0.098	-0.045	0.1600	0.1500	-0.1500	292.376130	47.880989	15.416
25	K00113.01		FALSE POSITIVE	FALSE POSITIVE	386.603052800	1.3690000e-04	-1.3690000e-04	2454999.342	2.990000e-04	-2.990000e-04	6.80570	0.01840	-0.01840	2.4927e+04	4.580e+01	-4.580e+01	41.50	1.680e+00	-1.680e+00	297.0			5543.00	79.00	-79.00	4.081	0.014	-0.014	0.4400	0.1010	-0.1010	292.273740	37.671558	12.394
26	K00750.01	Kepler-662 b	CONFIRMED	CANDIDATE	21.676991930	7.0100000e-05	-7.0100000e-05	2455004.536	2.580000e-03	-2.580000e-03	3.45550	0.06560	-0.06560	8.5720e+02	2.710e+01	-2.710e+01	2.95	1.200e-01	-2.300e-01	530.0			4954.00	79.00	-79.00	4.500	0.075	-0.020	0.1800	0.1500	-0.1500	290.465120	47.929180	15.377
27	K00751.01	Kepler-663 b	CONFIRMED	CANDIDATE	4.996779680	1.3890000e-05	-1.3890000e-05	2455004.742	2.190000e-03	-2.190000e-03	2.17170	0.07620	-0.07620	9.3470e+02	3.970e+01	-3.970e+01	2.78	5.200e-01	-2.300e-01	917.0			5339.00	175.00	-159.00	4.552	0.034	-0.136	0.1800	0.2000	-0.3000	297.808260	47.946671	15.861
28	K00769.01	Kepler-671 b	CONFIRMED	CANDIDATE	4.280963604	6.1410000e-06	-6.1410000e-06	2455004.897	1.150000e-03	-1.150000e-03	2.87500	0.04200	-0.04200	7.5080e+02	1.410e+01	-1.410e+01	2.30	5.800e-01	-1.900e-01	1012.0			5644.00	152.00	-169.00	4.564	0.032	-0.168	-0.1400	0.3000	-0.3000	294.265810	49.314091	15.356
29	K00770.01		FALSE POSITIVE	FALSE POSITIVE	1.506354090	4.7000000e-07	-4.7000000e-07	2455003.998	2.460000e-04	-2.460000e-04	1.51550	0.04830	-0.04830	2.2117e+03	1.830e+01	-1.830e+01	4.53	1.010e+00	-4.400e-01	1452.0			5714.00	155.00	-172.00	4.563	0.040	-0.160	-0.2000	0.3000	-0.3000	295.665220	49.351009	15.525
30	K00771.01		FALSE POSITIVE	FALSE POSITIVE	670.645531000	1.2370000e-03	-1.2370000e-03	2455042.044	1.570000e-03	-1.570000e-03	53.41200	0.13100	-0.13100	1.8091e+04	3.350e+01	-3.350e+01	14.14	2.130e+00	-7.100e-01	196.0			5520.00	100.00	-111.00	4.466	0.032	-0.120	0.4800	0.0500	-0.1500	296.698610	49.316479	15.207
31	K00772.01		FALSE POSITIVE	FALSE POSITIVE	61.256362800	1.5600000e-04	-1.5600000e-04	2455006.838	2.090000e-03	-2.090000e-03	7.63300	0.10500	-0.10500	5.1233e+03	7.060e+01	-7.060e+01	39.87	1.279e+01	-5.480e+00	505.0			6144.00	184.00	-220.00	4.402	0.072	-0.217	0.0000	0.2500	-0.3000	283.725920	49.479519	15.250
32	K00773.01	Kepler-672 b	CONFIRMED	CANDIDATE	38.377548600	1.6020000e-04	-1.6020000e-04	2455005.820	3.380000e-03	-3.380000e-03	5.58800	0.11300	-0.11300	7.2420e+02	2.340e+01	-2.340e+01	2.82	3.700e-01	-3.400e-01	529.0			5481.00	82.00	-74.00	4.369	0.121	-0.099	0.1600	0.1500	-0.1500	291.722020	49.480869	15.172
33	K00757.02	Kepler-229 d	CONFIRMED	CANDIDATE	41.197255020	9.3450000e-05	-9.3450000e-05	2454998.004	1.710000e-03	-1.710000e-03	4.62970	0.06330	-0.06330	2.2139e+03	4.550e+01	-4.550e+01	3.86	1.500e-01	-3.300e-01	439.0			5031.00	75.00	-83.00	4.485	0.083	-0.028	0.1600	0.1500	-0.1500	286.999480	48.375790	15.841
34	K00757.03	Kepler-229 b	CONFIRMED	CANDIDATE	6.252962249	9.5770000e-06	-9.5770000e-06	2455004.301	1.170000e-03	-1.170000e-03	2.58190	0.04260	-0.04260	1.0369e+03	2.450e+01	-2.450e+01	2.65	1.000e-01	-2.300e-01	823.0			5031.00	75.00	-83.00	4.485	0.083	-0.028	0.1600	0.1500	-0.1500	286.999480	48.375790	15.841
35	K00758.01	Kepler-665 b	CONFIRMED	CANDIDATE	16.013084190	4.8540000e-05	-4.8540000e-05	2455009.361	2.430000e-03	-2.430000e-03	3.25540	0.07910	-0.07910	1.1219e+03	3.940e+01	-3.940e+01	3.10	3.400e-01	-3.100e-01	593.0			5015.00	164.00	-149.00	4.499	0.092	-0.115	0.1000	0.2500	-0.2500	297.025630	48.478588	15.390
36	K00759.01	Kepler-230 b	CONFIRMED	CANDIDATE	32.628766720	5.8010000e-05	-5.8010000e-05	2455027.102	1.380000e-03	-1.380000e-03	4.79710	0.05800	-0.05800	1.8048e+03	2.540e+01	-2.540e+01	3.36	7.600e-01	-3.300e-01	506.0			5586.00	152.00	-152.00	4.560	0.050	-0.150	-0.3000	0.3000	-0.3000	285.718540	48.505859	15.082
37	K00759.02	Kepler-230 c	CONFIRMED	CANDIDATE	91.773286200	7.5180000e-04	-7.5180000e-04	2455026.838	6.430000e-03	-6.430000e-03	6.47300	0.20400	-0.20400	6.5200e+02	3.620e+01	-3.620e+01	2.12	4.800e-01	-2.100e-01	359.0			5586.00	152.00	-152.00	4.560	0.050	-0.150	-0.3000	0.3000	-0.3000	285.718540	48.505859	15.082
38	K00760.01		CANDIDATE	CANDIDATE	4.959319244	5.1500000e-07	-5.1500000e-07	2455005.259	8.270000e-05	-8.270000e-05	2.22739	0.00750	-0.00750	9.8020e+03	2.000e+01	-2.000e+01	12.21	1.960e+00	-1.460e+00	1103.0			5712.00	77.00	-77.00	4.359	0.110	-0.110	0.1000	0.1500	-0.1500	292.167050	48.727589	15.263
39	K00761.01		FALSE POSITIVE	FALSE POSITIVE	2.701287801	5.6340000e-06	-5.6340000e-06	2455003.696	1.640000e-03	-1.640000e-03	3.38270	0.08920	-0.08920	8.6040e+02	2.090e+01	-2.090e+01	6.54	1.640e+00	-7.500e-01	1222.0			5550.00	182.00	-182.00	4.468	0.091	-0.169	-0.0400	0.3000	-0.3000	297.923650	48.777321	15.540
40	K00762.01	Kepler-666 b	CONFIRMED	CANDIDATE	4.498765110	1.7770000e-05	-1.7770000e-05	2455004.349	3.000000e-03	-3.000000e-03	3.73620	0.09340	-0.09340	4.6000e+02	1.750e+01	-1.750e+01	2.10	6.500e-01	-2.200e-01	1133.0			6075.00	189.00	-210.00	4.486	0.052	-0.208	-0.1200	0.2500	-0.3500	298.456850	48.791592	15.395
41	K00763.01		FALSE POSITIVE	FALSE POSITIVE	19.651209505	5.8620000e-06	-5.8620000e-06	2455012.402	2.490000e-04	-2.490000e-04	5.25140	0.01790	-0.01790	1.1766e+04	2.770e+01	-2.770e+01	12.42	3.920e+00	-1.690e+00	730.0			6074.00	168.00	-210.00	4.391	0.090	-0.210	-0.1200	0.3000	-0.3000	291.093900	48.933842	15.536
42	K00115.01	Kepler-105 b	CONFIRMED	CANDIDATE	5.412203927	3.0520000e-06	-3.0520000e-06	2454966.143	4.680000e-04	-4.680000e-04	2.94720	0.02400	-0.02400	6.0160e+02	4.000e+00	-4.000e+00	2.94	4.300e-01	-3.800e-01	1093.0			5779.00	104.00	-115.00	4.339	0.132	-0.108	-0.0600	0.1500	-0.1500	287.887330	46.276241	12.791
43	K00764.01	Kepler-667 b	CONFIRMED	CANDIDATE	41.439586620	7.5570000e-05	-7.5570000e-05	2455041.932	1.420000e-03	-1.420000e-03	10.59890	0.08800	-0.08800	2.7931e+03	2.260e+01	-2.260e+01	5.50	1.570e+00	-9.600e-01	516.0			5468.00	180.00	-164.00	4.367	0.153	-0.187	0.2200	0.2000	-0.3000	295.555050	49.017342	15.400
44	K00765.01	Kepler-668 b	CONFIRMED	CANDIDATE	8.353895230	1.5240000e-05	-1.5240000e-05	2455004.633	1.330000e-03	-1.330000e-03	2.25140	0.05180	-0.05180	1.0416e+03	2.820e+01	-2.820e+01	2.52	5.400e-01	-2.400e-01	790.0			5592.00	152.00	-152.00	4.582	0.036	-0.144	-0.2800	0.3000	-0.3000	285.499240	49.277351	15.317
45	K00766.01	Kepler-669 b	CONFIRMED	CANDIDATE	4.125543472	3.1330000e-06	-3.1330000e-06	2455002.753	6.130000e-04	-6.130000e-04	3.17440	0.03620	-0.03620	1.4873e+03	1.330e+01	-1.330e+01	4.43	1.440e+00	-5.100e-01	1243.0			6174.00	173.00	-239.00	4.417	0.056	-0.210	0.1000	0.2000	-0.3000	291.936160	49.253979	15.506
46	K00767.01	Kepler-670 b	CONFIRMED	CANDIDATE	2.816504904	1.6500000e-07	-1.6500000e-07	2455003.968	4.660000e-05	-4.660000e-05	2.50587	0.00666	-0.00666	1.6814e+04	1.100e+01	-1.100e+01	12.21	1.620e+00	-8.700e-01	1219.0			5532.00	74.00	-83.00	4.452	0.063	-0.108	0.1400	0.1500	-0.1500	297.015470	49.225288	15.052
47	K00768.01		FALSE POSITIVE	FALSE POSITIVE	33.933734470	6.1540000e-05	-6.1540000e-05	2455019.676	1.370000e-03	-1.370000e-03	14.56100	0.10400	-0.10400	8.5037e+03	4.430e+01	-4.430e+01	7.34	9.000e-01	-6.000e-01	430.0			5040.00	136.00	-151.00	4.628	0.030	-0.070	-0.2400	0.3000	-0.3000	284.172330	49.360722	15.716
48	K00786.01	Kepler-680 b	CONFIRMED	CANDIDATE	3.689920099	8.9820000e-06	-8.9820000e-06	2455003.366	1.910000e-03	-1.910000e-03	2.65570	0.06770	-0.06770	4.2670e+02	1.380e+01	-1.380e+01	1.89	5.400e-01	-2.000e-01	1147.0			5880.00	157.00	-192.00	4.518	0.046	-0.196	-0.0600	0.3000	-0.3000	291.622410	50.618240	15.242
49	K00787.01	Kepler-232 b	CONFIRMED	CANDIDATE	4.431238488	6.1060000e-06	-6.1060000e-06	2455004.015	1.110000e-03	-1.110000e-03	3.15000	0.04230	-0.04230	1.0109e+03	1.520e+01	-1.520e+01	3.25	4.700e-01	-2.500e-01	1104.0			5714.00	77.00	-77.00	4.428	0.063	-0.117	0.1600	0.1500	-0.1500	295.816160	51.121738	15.367
50	K00787.02	Kepler-232 c	CONFIRMED	CANDIDATE	11.379369860	2.4150000e-05	-2.4150000e-05	2454966.850	1.830000e-03	-1.830000e-03	2.62550	0.07300	-0.07300	1.0235e+03	2.970e+01	-2.970e+01	3.95	5.700e-01	-3.100e-01	806.0			5714.00	77.00	-77.00	4.428	0.063	-0.117	0.1600	0.1500	-0.1500	295.816160	51.121738	15.367
51	K00788.01	Kepler-681 b	CONFIRMED	CANDIDATE	26.394328970	5.7240000e-05	-5.7240000e-05	2455009.055	1.760000e-03	-1.760000e-03	3.57300	0.06430	-0.06430	1.5109e+03	3.630e+01	-3.630e+01	3.07	4.100e-01	-2.200e-01	489.0			5129.00	154.00	-154.00	4.595	0.030	-0.084	0.0200	0.2500	-0.3000	289.399720	51.250320	15.234
52	K00116.01	Kepler-106 c	CONFIRMED	CANDIDATE	13.570782810	1.5850000e-05	-1.5850000e-05	2454969.279	9.570000e-04	-9.570000e-04	3.35390	0.04890	-0.04890	5.1170e+02	6.300e+00	-6.300e+00	2.64	4.000e-01	-2.700e-01	785.0			5854.00	105.00	-117.00	4.406	0.090	-0.110	-0.1200	0.1500	-0.1500	300.863980	44.337551	12.882
53	K00115.02	Kepler-105 c	CONFIRMED	CANDIDATE	7.125943870	1.4060000e-05	-1.4060000e-05	2454972.005	1.590000e-03	-1.590000e-03	3.00140	0.03840	-0.03840	1.9240e+02	4.400e+00	-4.400e+00	1.79	2.600e-01	-2.300e-01	997.0			5779.00	104.00	-115.00	4.339	0.132	-0.108	-0.0600	0.1500	-0.1500	287.887330	46.276241	12.791
54	K00774.01		FALSE POSITIVE	FALSE POSITIVE	7.442652004	7.0200000e-07	-7.0200000e-07	2455002.972	7.320000e-05	-7.320000e-05	2.30780	0.01290	-0.01290	2.4446e+04	3.780e+01	-3.780e+01	15.03	4.730e+00	-1.580e+00	967.0			6108.00	183.00	-201.00	4.469	0.070	-0.210	-0.3000	0.3000	-0.3000	288.986820	49.733742	15.270
55	K00775.01	Kepler-52 c	CONFIRMED	CANDIDATE	16.384899880	5.2190000e-05	-5.2190000e-05	2455005.728	2.480000e-03	-2.480000e-03	3.02490	0.07980	-0.07980	1.1271e+03	4.200e+01	-4.200e+01	2.00	9.000e-02	-1.000e-01	433.0			4126.00	82.00	-82.00	4.661	0.022	-0.022	0.0400	0.1500	-0.1500	286.738040	49.975750	15.095
56	K00775.02	Kepler-52 b	CONFIRMED	CANDIDATE	7.877416300	1.4930000e-05	-1.4930000e-05	2455009.376	1.470000e-03	-1.470000e-03	2.08050	0.05170	-0.05170	1.3061e+03	3.770e+01	-3.770e+01	2.16	9.000e-02	-1.100e-01	553.0			4126.00	82.00	-82.00	4.661	0.022	-0.022	0.0400	0.1500	-0.1500	286.738040	49.975750	15.095
57	K00775.03	Kepler-52 d	CONFIRMED	CANDIDATE	36.445400100	1.8090000e-04	-1.8090000e-04	2454984.601	3.920000e-03	-3.920000e-03	4.00700	0.12600	-0.12600	1.1223e+03	5.340e+01	-5.340e+01	1.99	9.000e-02	-9.000e-02	332.0			4126.00	82.00	-82.00	4.661	0.022	-0.022	0.0400	0.1500	-0.1500	286.738040	49.975750	15.095
58	K00776.01	Kepler-673 b	CONFIRMED	CANDIDATE	3.728732147	9.3600000e-07	-9.3600000e-07	2455004.793	1.950000e-04	-1.950000e-04	2.68300	0.03500	-0.03500	5.2265e+03	1.850e+01	-1.850e+01	6.02	1.220e+00	-5.200e-01	1023.0			5497.00	166.00	-149.00	4.577	0.034	-0.136	-0.1000	0.3000	-0.3000	290.785740	50.054119	15.523
59	K00777.01		CANDIDATE	CANDIDATE	40.419503700	1.1390000e-04	-1.1390000e-04	2455006.565	2.220000e-03	-2.220000e-03	3.36200	0.14000	-0.14000	6.2560e+03	2.300e+02	-2.300e+02	7.51	1.120e+00	-9.100e-01	467.0			5446.00	179.00	-163.00	4.507	0.116	-0.105	-0.5400	0.3500	-0.3000	294.316860	50.080231	15.487
60	K00778.01	Kepler-674 b	CONFIRMED	CANDIDATE	2.243380573	2.6700000e-06	-2.6700000e-06	2455003.679	9.000000e-04	-9.000000e-04	1.11960	0.03840	-0.03840	8.2170e+02	2.560e+01	-2.560e+01	1.99	1.000e-01	-1.200e-01	822.0			4149.00	82.00	-91.00	4.698	0.024	-0.027	-0.3200	0.1500	-0.1500	285.176210	50.149818	15.135
61	K00779.01		FALSE POSITIVE	FALSE POSITIVE	10.405998015	2.5150000e-06	-2.5150000e-06	2455010.197	1.900000e-04	-1.900000e-04	6.50360	0.01450	-0.01450	1.4489e+04	2.240e+01	-2.240e+01	11.23	2.920e+00	-1.950e+00	833.0			5746.00	173.00	-173.00	4.393	0.180	-0.198	-0.5400	0.3000	-0.3000	289.235530	50.241001	15.562
62	K00780.01	Kepler-675 b	CONFIRMED	CANDIDATE	2.337437946	1.9510000e-06	-1.9510000e-06	2455004.762	6.590000e-04	-6.590000e-04	1.99820	0.02710	-0.02710	9.7120e+02	1.370e+01	-1.370e+01	2.34	1.700e-01	-9.000e-02	1070.0			5005.00	79.00	-79.00	4.595	0.012	-0.064	0.1400	0.1500	-0.1500	293.833310	50.230350	15.334
63	K00780.02		CANDIDATE	CANDIDATE	7.240661200	1.6170000e-05	-1.6170000e-05	2454970.755	2.000000e-03	-2.000000e-03	0.55800	0.17100	-0.17100	5.5640e+02	4.410e+01	-4.410e+01	19.45	1.400e+00	-7.100e-01	734.0			5005.00	79.00	-79.00	4.595	0.012	-0.064	0.1400	0.1500	-0.1500	293.833310	50.230350	15.334
64	K00115.03		CANDIDATE	CANDIDATE	3.435916310	4.7290000e-05	-4.7290000e-05	2454965.662	1.100000e-02	-1.100000e-02	3.13300	0.40700	-0.40700	2.3200e+01	3.400e+00	-3.400e+00	0.55	8.000e-02	-7.000e-02	1272.0			5779.00	104.00	-115.00	4.339	0.132	-0.108	-0.0600	0.1500	-0.1500	287.887330	46.276241	12.791
65	K00781.01	Kepler-676 b	CONFIRMED	CANDIDATE	11.598222330	1.4070000e-05	-1.4070000e-05	2455013.395	9.230000e-04	-9.230000e-04	2.52370	0.05200	-0.05200	2.8045e+03	4.630e+01	-4.630e+01	2.65	2.100e-01	-2.900e-01	396.0			3688.00	73.00	-91.00	4.790	0.050	-0.045	0.0000	0.1500	-0.1500	296.221950	50.287220	15.937
66	K00782.01	Kepler-677 b	CONFIRMED	CANDIDATE	6.575315881	3.7260000e-06	-3.7260000e-06	2455006.634	4.550000e-04	-4.550000e-04	4.30840	0.03060	-0.03060	2.7933e+03	1.490e+01	-1.490e+01	5.31	1.500e+00	-8.100e-01	1015.0			5992.00	162.00	-180.00	4.415	0.105	-0.195	-0.3200	0.3000	-0.3000	290.098050	50.321609	15.312
67	K00783.01	Kepler-678 b	CONFIRMED	CANDIDATE	7.275040844	4.6770000e-06	-4.6770000e-06	2455002.994	5.070000e-04	-5.070000e-04	7.53770	0.06810	-0.06810	3.0010e+03	1.150e+01	-1.150e+01	4.86	1.050e+00	-3.700e-01	833.0			5485.00	164.00	-180.00	4.556	0.028	-0.161	0.2100	0.2000	-0.3000	295.455290	50.494560	15.080
68	K00784.01	Kepler-231 c	CONFIRMED	CANDIDATE	19.271538920	4.1450000e-05	-4.1450000e-05	2455019.771	1.820000e-03	-1.820000e-03	2.75940	0.05510	-0.05510	1.2198e+03	3.530e+01	-3.530e+01	1.93	1.000e-01	-1.200e-01	393.0			4077.00	81.00	-81.00	4.702	0.027	-0.027	-0.2400	0.1500	-0.1500	293.973360	50.531910	15.385
69	K00784.02	Kepler-231 b	CONFIRMED	CANDIDATE	10.065243170	1.4900000e-05	-1.4900000e-05	2454969.289	1.190000e-03	-1.190000e-03	1.36900	0.03930	-0.03930	1.0533e+03	3.920e+01	-3.920e+01	1.91	1.000e-01	-1.200e-01	488.0			4077.00	81.00	-81.00	4.702	0.027	-0.027	-0.2400	0.1500	-0.1500	293.973360	50.531910	15.385
70	K00785.01	Kepler-679 b	CONFIRMED	CANDIDATE	12.393565100	3.9320000e-05	-3.9320000e-05	2455011.747	2.450000e-03	-2.450000e-03	3.88960	0.08340	-0.08340	9.1660e+02	2.910e+01	-2.910e+01	2.66	5.400e-01	-2.300e-01	677.0			5557.00	166.00	-166.00	4.603	0.034	-0.128	-0.4000	0.3000	-0.3000	296.021330	50.567780	15.505
